exit_time,pnl,symbol,regime,side,strategy_id
2025-02-15 00:00:00+00:00,0.978864,ASSET_B,volatile,long,SYNTHETIC_EXAMPLE
2025-02-15 12:00:00+00:00,0.339054,ASSET_C,calm,short,SYNTHETIC_EXAMPLE
2025-02-16 00:00:00+00:00,0.786762,ASSET_A,calm,long,SYNTHETIC_EXAMPLE
2025-02-16 12:00:00+00:00,0.653468,ASSET_B,calm,short,SYNTHETIC_EXAMPLE
2025-02-17 00:00:00+00:00,1.025742,ASSET_C,volatile,long,SYNTHETIC_EXAMPLE
2025-02-17 12:00:00+00:00,-1.287639,ASSET_A,calm,short,SYNTHETIC_EXAMPLE
2025-02-18 00:00:00+00:00,0.021799,ASSET_B,calm,long,SYNTHETIC_EXAMPLE
2025-02-18 12:00:00+00:00,-0.023766,ASSET_C,calm,short,SYNTHETIC_EXAMPLE
2025-02-19 00:00:00+00:00,1.652992,ASSET_A,volatile,long,SYNTHETIC_EXAMPLE
2025-02-19 12:00:00+00:00,1.086102,ASSET_B,calm,short,SYNTHETIC_EXAMPLE
2025-02-20 00:00:00+00:00,1.077926,ASSET_C,calm,long,SYNTHETIC_EXAMPLE
2025-02-20 12:00:00+00:00,0.84311,ASSET_A,calm,short,SYNTHETIC_EXAMPLE
2025-02-21 00:00:00+00:00,-0.247416,ASSET_B,volatile,long,SYNTHETIC_EXAMPLE
2025-02-21 12:00:00+00:00,0.367348,ASSET_C,calm,short,SYNTHETIC_EXAMPLE
2025-02-22 00:00:00+00:00,2.079316,ASSET_A,calm,long,SYNTHETIC_EXAMPLE
2025-02-22 12:00:00+00:00,0.426752,ASSET_B,calm,short,SYNTHETIC_EXAMPLE
2025-02-23 00:00:00+00:00,1.627293,ASSET_C,volatile,long,SYNTHETIC_EXAMPLE
2025-02-23 12:00:00+00:00,1.183487,ASSET_A,calm,short,SYNTHETIC_EXAMPLE
2025-02-24 00:00:00+00:00,0.310741,ASSET_B,calm,long,SYNTHETIC_EXAMPLE
2025-02-24 12:00:00+00:00,0.804634,ASSET_C,calm,short,SYNTHETIC_EXAMPLE
2025-02-25 00:00:00+00:00,-0.116088,ASSET_A,volatile,long,SYNTHETIC_EXAMPLE
2025-02-25 12:00:00+00:00,0.83389,ASSET_B,calm,short,SYNTHETIC_EXAMPLE
2025-02-26 00:00:00+00:00,-1.56252,ASSET_C,calm,long,SYNTHETIC_EXAMPLE
2025-02-26 12:00:00+00:00,-1.928129,ASSET_A,calm,short,SYNTHETIC_EXAMPLE
2025-02-27 00:00:00+00:00,-1.593331,ASSET_B,volatile,long,SYNTHETIC_EXAMPLE
2025-02-27 12:00:00+00:00,-1.229248,ASSET_C,calm,short,SYNTHETIC_EXAMPLE
2025-02-28 00:00:00+00:00,-1.036611,ASSET_A,calm,long,SYNTHETIC_EXAMPLE
2025-02-28 12:00:00+00:00,-1.114919,ASSET_B,calm,short,SYNTHETIC_EXAMPLE
2025-03-01 00:00:00+00:00,-2.336089,ASSET_C,volatile,long,SYNTHETIC_EXAMPLE
2025-03-01 12:00:00+00:00,-1.33578,ASSET_A,calm,short,SYNTHETIC_EXAMPLE
2025-03-02 00:00:00+00:00,-2.033414,ASSET_B,calm,long,SYNTHETIC_EXAMPLE
2025-03-02 12:00:00+00:00,-1.037799,ASSET_C,calm,short,SYNTHETIC_EXAMPLE
2025-03-03 00:00:00+00:00,-0.571041,ASSET_A,volatile,long,SYNTHETIC_EXAMPLE
2025-03-03 12:00:00+00:00,-2.436059,ASSET_B,calm,short,SYNTHETIC_EXAMPLE
2025-03-04 00:00:00+00:00,-2.989333,ASSET_C,calm,long,SYNTHETIC_EXAMPLE
2025-03-04 12:00:00+00:00,-1.104725,ASSET_A,calm,short,SYNTHETIC_EXAMPLE
2025-03-05 00:00:00+00:00,-2.034471,ASSET_B,volatile,long,SYNTHETIC_EXAMPLE
2025-03-05 12:00:00+00:00,-1.319738,ASSET_C,calm,short,SYNTHETIC_EXAMPLE
2025-03-06 00:00:00+00:00,-1.202344,ASSET_A,calm,long,SYNTHETIC_EXAMPLE
2025-03-06 12:00:00+00:00,-3.166652,ASSET_B,calm,short,SYNTHETIC_EXAMPLE
2025-03-07 00:00:00+00:00,-0.622127,ASSET_C,volatile,long,SYNTHETIC_EXAMPLE
2025-03-07 12:00:00+00:00,-1.627888,ASSET_A,calm,short,SYNTHETIC_EXAMPLE
2025-03-08 00:00:00+00:00,-2.495823,ASSET_B,calm,long,SYNTHETIC_EXAMPLE
2025-03-08 12:00:00+00:00,-0.954702,ASSET_C,calm,short,SYNTHETIC_EXAMPLE
2025-03-09 00:00:00+00:00,-0.870724,ASSET_A,volatile,long,SYNTHETIC_EXAMPLE
2025-03-09 12:00:00+00:00,-1.243959,ASSET_B,calm,short,SYNTHETIC_EXAMPLE
2025-03-10 00:00:00+00:00,-0.751887,ASSET_C,calm,long,SYNTHETIC_EXAMPLE
2025-03-10 12:00:00+00:00,-1.326373,ASSET_A,calm,short,SYNTHETIC_EXAMPLE
2025-03-11 00:00:00+00:00,-0.674732,ASSET_B,volatile,long,SYNTHETIC_EXAMPLE
2025-03-11 12:00:00+00:00,-1.113759,ASSET_C,calm,short,SYNTHETIC_EXAMPLE
2025-03-12 00:00:00+00:00,-0.714966,ASSET_A,calm,long,SYNTHETIC_EXAMPLE
2025-03-12 12:00:00+00:00,-1.304162,ASSET_B,calm,short,SYNTHETIC_EXAMPLE
